/data/SuiteSparse_triangular_new/TF19.csr,241029,970287,4.03,1.13,1061.80,7.08
/data/SuiteSparse_triangular_new/TSC_OPF_1047.csr,8140,1012521,124.39,1.75,50.56,3.14
/data/SuiteSparse_triangular_new/TSC_OPF_300.csr,9774,415289,42.49,0.89,177.71,3.15
/data/SuiteSparse_triangular_new/TSOPF_FS_b162_c1.csr,10798,313606,29.04,1.07,177.02,2.55
/data/SuiteSparse_triangular_new/TSOPF_FS_b162_c3.csr,30798,927486,30.12,1.04,504.89,2.67
/data/SuiteSparse_triangular_new/TSOPF_FS_b162_c4.csr,40798,1234696,30.26,1.04,668.82,2.69
/data/SuiteSparse_triangular_new/TSOPF_FS_b300.csr,29214,2225387,76.18,1.12,189.70,4.16
/data/SuiteSparse_triangular_new/TSOPF_FS_b300_c1.csr,29214,2225387,76.18,1.12,189.70,4.16
/data/SuiteSparse_triangular_new/TSOPF_FS_b300_c2.csr,56814,4433209,78.03,1.10,368.92,4.26
/data/SuiteSparse_triangular_new/TSOPF_FS_b300_c3.csr,84414,6641591,78.68,1.10,548.14,4.30
/data/SuiteSparse_triangular_new/TSOPF_FS_b39_c19.csr,76216,1055457,13.85,0.93,2241.65,2.11
/data/SuiteSparse_triangular_new/TSOPF_FS_b39_c30.csr,120216,1665737,13.86,0.93,3535.76,2.11
/data/SuiteSparse_triangular_new/TSOPF_FS_b39_c7.csr,28216,389697,13.81,0.93,829.88,2.10
/data/SuiteSparse_triangular_new/TSOPF_RS_b162_c1.csr,5374,199138,37.06,1.01,47.14,0.14
/data/SuiteSparse_triangular_new/TSOPF_RS_b162_c3.csr,15374,594088,38.64,0.97,134.86,0.24
/data/SuiteSparse_triangular_new/TSOPF_RS_b162_c4.csr,20374,791563,38.85,0.96,178.72,0.26
/data/SuiteSparse_triangular_new/TSOPF_RS_b2052_c1.csr,25626,6733882,262.78,1.18,420.10,0.50
/data/SuiteSparse_triangular_new/TSOPF_RS_b2383.csr,38120,16124919,423.00,1.15,595.62,0.19
/data/SuiteSparse_triangular_new/TSOPF_RS_b2383_c1.csr,38120,16124919,423.00,1.15,595.62,0.19
